0.0,2.0
0.025,2.0
0.05,2.0
0.07500000000000001,2.0
0.1,2.0
0.125,2.0
0.15000000000000002,2.0
0.17500000000000002,2.0
0.2,2.0
0.225,2.0
0.25,2.0
0.275,2.0
0.30000000000000004,2.0
0.325,2.0
0.35000000000000003,2.0
0.375,2.0
0.4,2.0
0.42500000000000004,2.0
0.45,2.0
0.47500000000000003,3.0
0.5,3.0
0.525,4.0
0.55,4.0
0.5750000000000001,4.0
0.6000000000000001,4.0
0.625,4.0
0.65,4.0
0.675,4.0
0.7000000000000001,4.0
0.7250000000000001,4.0
0.75,4.0
0.775,4.0
0.8,4.0
0.8250000000000001,4.0
0.8500000000000001,4.0
0.875,4.0
0.9,4.0
0.925,4.0
0.9500000000000001,4.0
0.9750000000000001,4.0
1.0,4.0
1.0250000000000001,4.0
1.05,4.0
1.075,4.0
1.1,4.0
1.125,4.0
1.1500000000000001,4.0
1.175,4.0
1.2000000000000002,4.0
1.225,4.0
1.25,4.0
1.2750000000000001,4.0
1.3,4.0
1.3250000000000002,4.0
1.35,4.0
1.375,4.0
1.4000000000000001,4.0
1.425,4.0
1.4500000000000002,4.0
1.475,4.0
1.5,4.0
1.5250000000000001,4.0
1.55,4.0
1.5750000000000002,4.0
1.6,4.0
1.625,4.0
1.6500000000000001,4.0
1.675,4.0
1.7000000000000002,4.0
1.725,4.0
1.75,4.0
1.7750000000000001,4.0
1.8,4.0
1.8250000000000002,4.0
1.85,4.0
1.875,4.0
1.9000000000000001,4.0
1.925,4.0
1.9500000000000002,4.0
1.975,4.0
2.0,4.0
2.025,4.0
2.0500000000000003,4.0
2.075,4.0
2.1,4.0
2.125,4.0
2.15,4.0
2.1750000000000003,4.0
2.2,4.0
2.225,4.0
2.25,4.0
2.275,4.0
2.3000000000000003,4.0
2.325,4.0
2.35,4.0
2.375,4.0
2.4000000000000004,4.0
2.4250000000000003,4.0
2.45,4.0
2.475,4.0
2.5,4.0
2.5250000000000004,5.0
2.5500000000000003,6.0
2.575,6.0
2.6,6.0
2.625,6.0
2.6500000000000004,6.0
2.6750000000000003,6.0
2.7,6.0
2.725,6.0
2.75,6.0
2.7750000000000004,6.0
2.8000000000000003,6.0
2.825,6.0
2.85,6.0
2.875,6.0
2.9000000000000004,6.0
2.9250000000000003,6.0
2.95,6.0
2.975,6.0
3.0,6.0
3.0250000000000004,6.0
3.0500000000000003,6.0
3.075,6.0
3.1,6.0
3.125,6.0
3.1500000000000004,6.0
3.1750000000000003,6.0
3.2,6.0
3.225,6.0
3.25,6.0
3.2750000000000004,6.0
3.3000000000000003,6.0
3.325,6.0
3.35,6.0
3.375,6.0
3.4000000000000004,6.0
3.4250000000000003,6.0
3.45,6.0
3.475,6.0
3.5,6.0
3.5250000000000004,6.0
3.5500000000000003,6.0
3.575,6.0
3.6,6.0
3.625,7.0
3.6500000000000004,7.0
3.6750000000000003,7.0
3.7,7.0
3.725,7.0
3.75,7.0
3.7750000000000004,7.0
3.8000000000000003,7.0
3.825,7.0
3.85,7.0
3.875,7.0
3.9000000000000004,7.0
3.9250000000000003,7.0
3.95,7.0
3.975,7.0
4.0,7.0
4.025,7.0
4.05,7.0
4.075,7.0
4.1000000000000005,7.0
4.125,7.0
4.15,7.0
4.175,7.0
4.2,7.0
4.2250000000000005,7.0
4.25,7.0
4.275,7.0
4.3,7.0
4.325,7.0
4.3500000000000005,7.0
4.375,7.0
4.4,7.0
4.425,7.0
4.45,7.0
4.4750000000000005,7.0
4.5,7.0
4.525,7.0
4.55,7.0
4.575,7.0
4.6000000000000005,7.0
4.625,7.0
4.65,7.0
4.675,7.0
4.7,7.0
4.7250000000000005,7.0
4.75,7.0
4.775,7.0
4.800000000000001,7.0
4.825,7.0
4.8500000000000005,7.0
4.875,7.0
4.9,7.0
4.925000000000001,7.0
4.95,7.0
4.9750000000000005,7.0
5.0,7.0
5.025,7.0
5.050000000000001,7.0
5.075,7.0
5.1000000000000005,7.0
5.125,7.0
5.15,7.0
5.175000000000001,7.0
5.2,7.0
5.2250000000000005,8.0
5.25,8.0
5.275,8.0
5.300000000000001,8.0
5.325,8.0
5.3500000000000005,8.0
5.375,8.0
5.4,8.0
5.425000000000001,8.0
5.45,8.0
5.4750000000000005,8.0
5.5,8.0
5.525,8.0
5.550000000000001,8.0
5.575,8.0
5.6000000000000005,8.0
5.625,8.0
5.65,8.0
