1.0,12.0,-2.25,-0.2603448275862069,-212610.71487392535
1.0,28.0,-2.25,0.015517241379310345,-247742.31152010718
2.0,14.0,-2.0948275862068964,-0.22586206896551725,-2.6863805587062165e6
2.0,30.0,-2.0948275862068964,0.05,-1.1506039411824974e6
3.0,16.0,-1.9396551724137931,-0.19137931034482758,1.4097044352381546e7
4.0,2.0,-1.7844827586206897,-0.43275862068965515,232287.22775064452
4.0,18.0,-1.7844827586206897,-0.15689655172413794,8.973199067621455e6
5.0,4.0,-1.6293103448275863,-0.39827586206896554,4.258972169148715e6
5.0,20.0,-1.6293103448275863,-0.12241379310344827,7.77355275114889e6
6.0,6.0,-1.4741379310344827,-0.36379310344827587,6.93362490701241e6
6.0,22.0,-1.4741379310344827,-0.08793103448275862,7.2133911446554465e6
7.0,8.0,-1.3189655172413792,-0.3293103448275862,6.674782475237439e6
7.0,24.0,-1.3189655172413792,-0.05344827586206897,6.8402906135189235e6
8.0,10.0,-1.1637931034482758,-0.29482758620689653,6.511499769711487e6
8.0,26.0,-1.1637931034482758,-0.01896551724137931,5.413772369276481e6
9.0,12.0,-1.0086206896551724,-0.2603448275862069,1.2645316306749763e7
9.0,28.0,-1.0086206896551724,0.015517241379310345,3.5474602653665855e6
10.0,14.0,-0.853448275862069,-0.22586206896551725,-46205.204945752346
10.0,30.0,-0.853448275862069,0.05,42781.89537802031
11.0,16.0,-0.6982758620689655,-0.19137931034482758,-67246.27188888512
12.0,2.0,-0.5431034482758621,-0.43275862068965515,-350189.7211635127
12.0,18.0,-0.5431034482758621,-0.15689655172413794,792470.4761664089
13.0,4.0,-0.3879310344827586,-0.39827586206896554,3.2844798885266474e6
13.0,20.0,-0.3879310344827586,-0.12241379310344827,6.152196778055143e6
14.0,6.0,-0.23275862068965517,-0.36379310344827587,5.443578361120332e6
14.0,22.0,-0.23275862068965517,-0.08793103448275862,5.412994483038636e6
15.0,8.0,-0.07758620689655173,-0.3293103448275862,5.373977133081055e6
15.0,24.0,-0.07758620689655173,-0.05344827586206897,5.44988731024576e6
16.0,10.0,0.07758620689655173,-0.29482758620689653,5.122246314143185e6
16.0,26.0,0.07758620689655173,-0.01896551724137931,4.241949474790444e6
17.0,12.0,0.23275862068965517,-0.2603448275862069,5.085044979787205e6
17.0,28.0,0.23275862068965517,0.015517241379310345,1.2184772312241287e6
18.0,14.0,0.3879310344827586,-0.22586206896551725,6.143283788051729e6
18.0,30.0,0.3879310344827586,0.05,-595727.9699810947
19.0,16.0,0.5431034482758621,-0.19137931034482758,868551.5912066773
20.0,2.0,0.6982758620689655,-0.43275862068965515,46893.572281354616
20.0,18.0,0.6982758620689655,-0.15689655172413794,-92142.26855055575
21.0,4.0,0.853448275862069,-0.39827586206896554,-9837.203941282725
21.0,20.0,0.853448275862069,-0.12241379310344827,-82258.57665786995
22.0,6.0,1.0086206896551724,-0.36379310344827587,1.2152497559620181e7
22.0,22.0,1.0086206896551724,-0.08793103448275862,1.267771580453871e7
23.0,8.0,1.1637931034482758,-0.3293103448275862,7.072504715379994e6
23.0,24.0,1.1637931034482758,-0.05344827586206897,7.163533835885924e6
24.0,10.0,1.3189655172413792,-0.29482758620689653,6.31064091988168e6
24.0,26.0,1.3189655172413792,-0.01896551724137931,5.216417955355751e6
25.0,12.0,1.4741379310344827,-0.2603448275862069,7.07305632108794e6
25.0,28.0,1.4741379310344827,0.015517241379310345,1.7860939285126892e6
26.0,14.0,1.6293103448275863,-0.22586206896551725,7.717288536540247e6
26.0,30.0,1.6293103448275863,0.05,-584929.2292593342
27.0,16.0,1.7844827586206897,-0.19137931034482758,9.099166591490628e6
28.0,2.0,1.9396551724137931,-0.43275862068965515,-194795.37127386217
28.0,18.0,1.9396551724137931,-0.15689655172413794,1.3821247879395982e7
29.0,4.0,2.0948275862068964,-0.39827586206896554,-1.0871184854439965e6
29.0,20.0,2.0948275862068964,-0.12241379310344827,-2.714084208423953e6
30.0,6.0,2.25,-0.36379310344827587,-265048.85129013465
30.0,22.0,2.25,-0.08793103448275862,-305646.5795943581
